"Producto","Producto_Instancia","Nombre","Nombre_Instancia","Repositorio","Componentes_Relacionados","Topic","Librería","Versionada","Tiene Replica","Flujo_IC","Tipo Componente","Tipo Servicio","Tecnología","País","Ubicación","IP Nodos PRD","Nombre Servidor","IP NAT","Listener ","IP F5 PRD","Puerto","Prioridad Migración","Fecha Modificación","Modificado Por"
"","","Documento_GTM","Documento_GTM","Gmg_Documento_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","Documento_HND","Documento_HND","Gmg_Documento_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","Documento_NIC","Documento_NIC","Gmg_Documento_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","Documento_SLV","Documento_SLV","Gmg_Documento_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","Documentos","Documentos","Gmg_Documentos_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","DWH_ADQAUT","DWH_ADQAUT","Gmg_DWH_ADQAUT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.153","REG01DB037-SERVIDOR DB BI","","10.1.3.153","","","","",""
"","","DWH_ADQSAQ","DWH_ADQSAQ","Gmg_DWH_ADQSAQ_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.153","REG01DB037-SERVIDOR DB BI","","10.1.3.153","","","","",""
"","","DWH_REGIONAL","DWH_REGIONAL","Gmg_DWH_REGIONAL_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.1.140","REG01DB008-BASE DE DATOS DATA WAREHOUSE SIGM","","10.1.1.140REG01DB008\DWHREG","","","","",""
"","","DWH_REP","DWH_REP","Gmg_DWH_REP_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.153","REG01DB037-SERVIDOR DB BI","","10.1.3.153","","","","",""
"","","DWH_REPLICA","DWH_REPLICA","Gmg_DWH_REPLICA_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.153","REG01DB037-SERVIDOR DB BI","","10.1.3.153","","","","",""
"","","Email","Email","Gmg_Email_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"","","Email","Email","Gmg_Email_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"","","Email","Email","Gmg_Email_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"","","Empleado","Empleado","Gmg_Empleado_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.20.31","NODO 1 SERVIDOR  EMPLEADOSREG","","EMPLEADOSREG,55782","","","","",""
"","","Extragarantia_CRI","Extragarantia_CRI","Gmg_Extragarantia_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.142","CRI01DB017-BD RW ALWAYS ON","","RAPIWEBCRI \ FAECRI \ RAPIBAC","","","","",""
"","","Extragarantia_GTM","Extragarantia_GTM","Gmg_Extragarantia_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.1.1.208","GTM01DB008-NODO 1 RAPIWEB GT","","RAPIWEBGTM \ FAEGTM \ CONFIGTM \ PORTALGTM","","","","",""
"","","Extragarantia_NIC","Extragarantia_NIC","Gmg_Extragarantia_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.20.27","NODO PRIMARIO RAPIWEBNIC","","RAPIWEBNIC,1280/PORTALNIC,1280","","","","",""
"","","Extragarantia_SLV","Extragarantia_SLV","Gmg_Extragarantia_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.20.21","NODO PRIMARIO RAPIWEBSLV","","RAPIWEBSLV,2021 / CONFIGSLV,2021","","","","",""
"","","FaceComparison","FaceComparison","Gmg_FaceComparison_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","FaceComparison_GTM","FaceComparison_GTM","Gmg_FaceComparison_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM)","REG","","10.1.22.34","REG01DB087-NODO 1 GEDIGTM","","GEDIGTM, 50500","","","","",""
"","","FaceLiveness","FaceLiveness","Gmg_FaceLiveness_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","FaceLiveness_GTM","FaceLiveness_GTM","Gmg_FaceLiveness_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM)","REG","","10.1.22.34","REG01DB087-NODO 1 GEDIGTM","","GEDIGTM, 50500","","","","",""
"","","FacturaElectronica_CRI","FacturaElectronica_CRI","Gmg_FacturaElectronica_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.195","CRI01DB023-BD RAPIWEB CR","","RAPIWEBCRI \ FAECRI \ RAPIBAC","","","","",""
"","","FacturaElectronica_GTM","FacturaElectronica_GTM","Gmg_FacturaElectronica_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.1.1.208","GTM01DB008-NODO 1 RAPIWEB GT","","RAPIWEBGTM \ FAEGTM \ CONFIGTM \ PORTALGTM","","","","",""
"","","FacturaElectronica_PN","FacturaElectronica_PN","Gmg_FacturaElectronica_PN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.57","NODO 1","","FAEPAN,57659","","","","",""
"","","FacturaElectronica_SLV","FacturaElectronica_SLV","Gmg_FacturaElectronica_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.20.21","NODO PRIMARIO RAPIWEBSLV","","RAPIWEBSLV,2021 / CONFIGSLV,2021","","","","",""
"","","FacturaElectronicaGenesys_SLV","FacturaElectronicaGenesys_SLV","Gmg_FacturaElectronicaGenesys_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"","","FIT_BDW","FIT_BDW","Gmg_FIT_BDW_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"","","FIT_BDW","FIT_BDW","Gmg_FIT_BDW_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"","","FIT_BDW","FIT_BDW","Gmg_FIT_BDW_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"","","FIT_CNF","FIT_CNF","Gmg_FIT_CNF_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"","","FIT_CNF","FIT_CNF","Gmg_FIT_CNF_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"","","FIT_CNF","FIT_CNF","Gmg_FIT_CNF_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"TARJETAMONGE CRC","TARJETAMONGE CRC","AI_AsistenteSac_Mensaje","AI_AsistenteSac_Mensaje","Gmg_AI_AsistenteSac_Mensaje_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"VRA","VRA","beh_cr","beh_cr","Gmg_beh_cr_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.25","SRCRD1DB013-BASE DE DATOS RIESGOS","","NULL","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"WAFI","WAFI","AFPDM","AFPDM","Gmg_AFPDM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU24)","REG","","10.1.20.61","SERVIDOR CORE DE CAPTACIÓN TEMENOS","","NULL","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"WAFI","WAFI","BEH","BEH","Gmg_BEH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.25","SRCRD1DB013-BASE DE DATOS RIESGOS","","NULL","","","","",""
"Cobros","Cobros","CobroRegional","CobroRegional","Gmg_CobroRegional_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.25","SRCRD1DB013-BASE DE DATOS RIESGOS","","NULL","","","","",""
"Cobros","Cobros","Cobros","Cobros","Gmg_Cobros_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.1.119","COBROS_PCC2-BASE DE DATOS CREDITO Y COBRO PCC","","NULL","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.157","CRI01DB018-SERVIDOR GENESYS COSTA RICA_2","","NULL","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.6.0.77","CRI01DB019-SERVIDOR FINANCIERA COSTA RICA","","NULL","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","HND","","10.1.1.65","HND01DB003-SERVIDOR GENESYS HONDURAS","","NULL","","","","",""
"Genesys","Genesys","FIT_DAH","FIT_DAH","Gmg_FIT_DAH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2008 (RTM)","PER","","10.60.2.101","SRPED2SQL001- GENESYS PERÚ","","NULL","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.157","CRI01DB018-SERVIDOR GENESYS COSTA RICA_2","","NULL","","","","",""
"Genesys","Genesys","FIT_DWH","FIT_DWH","Gmg_FIT_DWH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"Genesys","Genesys","FIT_DWH","FIT_DWH","Gmg_FIT_DWH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.6.0.77","CRI01DB019-SERVIDOR FINANCIERA COSTA RICA","","NULL","","","","",""
"Genesys","Genesys","FIT_DWH","FIT_DWH","Gmg_FIT_DWH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","HND","","10.1.1.65","HND01DB003-SERVIDOR GENESYS HONDURAS","","NULL","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2008 (RTM)","PER","","10.60.2.101","SRPED2SQL001- GENESYS PERÚ","","NULL","","","","",""
"Genesys","Genesys","FIT_DAT","FIT_DAT","Gmg_FIT_DAT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","GTM","","10.5.0.61","DATA PROCESO DE LA FINANCIERA GTM","","NULL","","","","",""
"Genesys","Genesys","FIT_HST","FIT_HST","Gmg_FIT_HST_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"Genesys","Genesys","FIT_HST","FIT_HST","Gmg_FIT_HST_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"Genesys","Genesys","FIT_DWH","FIT_DWH","Gmg_FIT_DWH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.157","CRI01DB018-SERVIDOR GENESYS COSTA RICA_2","","NULL","","","","",""
"Genesys","Genesys","FIT_HST","FIT_HST","Gmg_FIT_HST_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"Genesys","Genesys","FIT_DWH","FIT_DWH","Gmg_FIT_DWH_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.6.0.77","CRI01DB019-SERVIDOR FINANCIERA COSTA RICA","","NULL","","","","",""
"Genesys","Genesys","FIT_ODS","FIT_ODS","Gmg_FIT_ODS_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.50","GTM01DB003\REPCREGTM-SERVIDOR ODS GTM","","10.5.0.50\REPCREGTM","","","","",""
"Genesys","Genesys","FIT_ODS","FIT_ODS","Gmg_FIT_ODS_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.3.232","SRCRD1DB027\RPTESA-SERVIDOR ODS SLV","","10.1.3.232\RPTESA","","","","",""
"Genesys","Genesys","FIT_ODS","FIT_ODS","Gmg_FIT_ODS_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.3.231","SRCRD1DB028\RPTNIC-SERVIDOR ODS NIC","","10.1.3.231\RPTNIC","","","","",""
"Genesys","Genesys","FIT_SEC","FIT_SEC","Gmg_FIT_SEC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.50","GTM01DB003\REPCREGTM-SERVIDOR ODS GTM","","10.5.0.50\REPCREGTM","","","","",""
"Genesys","Genesys","FIT_SEC","FIT_SEC","Gmg_FIT_SEC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"Genesys","Genesys","FIT_SEC","FIT_SEC","Gmg_FIT_SEC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"Genesys","Genesys","FIT_SEC","FIT_SEC","Gmg_FIT_SEC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"Genesys","Genesys","FIT_SEC","FIT_SEC","Gmg_FIT_SEC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.3.232","SRCRD1DB027\RPTESA-SERVIDOR ODS SLV","","10.1.3.232\RPTESA","","","","",""
"Genesys","Genesys","FIT_SEC","FIT_SEC","Gmg_FIT_SEC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.3.231","SRCRD1DB028\RPTNIC-SERVIDOR ODS NIC","","10.1.3.231\RPTNIC","","","","",""
"Genesys","Genesys","FIT_STG","FIT_STG","Gmg_FIT_STG_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"Genesys","Genesys","FIT_STG","FIT_STG","Gmg_FIT_STG_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"Genesys","Genesys","FIT_STG","FIT_STG","Gmg_FIT_STG_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"Genesys","Genesys","FlexiCuotas_Recaudo_SLV","FlexiCuotas_Recaudo_SLV","Gmg_FlexiCuotas_Recaudo_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.65","SERVIDOR PRIMARIO","","FLEXICUOTAS,50550","","","","",""
"Genesys","Genesys","FlexiCuotas_Solicitud_SLV","FlexiCuotas_Solicitud_SLV","Gmg_FlexiCuotas_Solicitud_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.65","SERVIDOR PRIMARIO","","FLEXICUOTAS,50550","","","","",""
"Genesys","Genesys","FlexiPagos_Recaudo_HND","FlexiPagos_Recaudo_HND","Gmg_FlexiPagos_Recaudo_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.65","SERVIDOR PRIMARIO FLEXIPAGOS REGIONAL","","FLEXIPAGOS,50200","","","","",""
"Genesys","Genesys","FlexiPagos_Recaudo_NIC","FlexiPagos_Recaudo_NIC","Gmg_FlexiPagos_Recaudo_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.65","SERVIDOR PRIMARIO FLEXIPAGOS REGIONAL","","FLEXIPAGOS,50200","","","","",""
"Genesys","Genesys","FlexiPagos_Solicitud_HND","FlexiPagos_Solicitud_HND","Gmg_FlexiPagos_Solicitud_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.65","SERVIDOR PRIMARIO FLEXIPAGOS REGIONAL","","FLEXIPAGOS,50200","","","","",""
"Genesys","Genesys","FlexiPagos_Solicitud_NIC","FlexiPagos_Solicitud_NIC","Gmg_FlexiPagos_Solicitud_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.20.65","SERVIDOR PRIMARIO FLEXIPAGOS REGIONAL","","FLEXIPAGOS,50200","","","","",""
"Genesys","Genesys","FormaPago_CRI","FormaPago_CRI","Gmg_FormaPago_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM-CU14)","CRI","","10.1.2.142","Nodo 1 de FORMAPAGOCRI","","FORMAPAGOCRI,54670","","","","",""
"Genesys","Genesys","GalloPay_Solicitud_HND","GalloPay_Solicitud_HND","Gmg_GalloPay_Solicitud_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.0.144","REG01DB057 SERVIDOR SERVICIOS REGIONALES NODO 1","","PORTALSERV,1622","","","","",""
"Genesys","Genesys","GalloPay_Solicitud_HND","GalloPay_Solicitud_HND","Gmg_GalloPay_Solicitud_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.0.144","BASE DATOS GALLOPAY NODO 1","","GALLOPAY,50500","","","","",""
"Genesys","Genesys","GalloPay_Solicitud_NIC","GalloPay_Solicitud_NIC","Gmg_GalloPay_Solicitud_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG",""," 10.1.2.147","SERVIDOR NODO 1 PARA PAGOSREG","","PORTALREG \ CONFIGCRI \ CONFIGREG PAGOSREG,1450","","","","",""
"Genesys","Genesys","GalloPay_Solicitud_NIC","GalloPay_Solicitud_NIC","Gmg_GalloPay_Solicitud_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.0.144","BASE DATOS GALLOPAY NODO 1","","GALLOPAY,50500","","","","",""
"Genesys","Genesys","GestionCompra","GestionCompra","Gmg_GestionCompra_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM-CU14)","REG","","10.1.20.72"," Intancia GSCOMPRA NODO 1 ","","GSCOMPRA,56766","","","","",""
"Genesys","Genesys","GestionesClientesGT","GestionesClientesGT","Gmg_GestionesClientesGT_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"Genesys","Genesys","GestionesClientesHN","GestionesClientesHN","Gmg_GestionesClientesHN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"Genesys","Genesys","GestionesClientesNI","GestionesClientesNI","Gmg_GestionesClientesNI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"Genesys","Genesys","GestionesClientesPE","GestionesClientesPE","Gmg_GestionesClientesPE_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
